id,text,label,subtype,source,received,notes
e00241,"Today is Afuape Mayowa St Mayox's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-29,REVIEW: fraud or marketing?
e00244,"HELLO FINALIST, DIS IS TO INFORM US DAT D DEADLINE FOR OUR T-SHIRT IS FRIDAY 29/08/14, PLS PAY UP COS THIS WILL BE D LAST BATCH... CALL <PHONE>... THANKS",scam,other_scam,exais,2014-08-27,REVIEW: fraud or marketing?
e00245,"GOOD DAY TO U,DIS IS TO REMIND U OF OUR FINAL YEAR DINNER PAYMENT & TO INFORM U DAT OUR T-SHIRT MEASUREMENT WILL BE TAKING ON MONDAY 18/08/14... NO ONE IS EXEMPTED...PLS PAY UP... THANKS",scam,other_scam,exais,2014-08-12,REVIEW: fraud or marketing?
e00246,"Pls pay up ya dinner fee,INSTALLMENTAL PAYMENT IS HIGHLY ALLOWED,we need money to start planning ...Thanks in anticipation...UNITED WE STAND",scam,other_scam,exais,2014-08-05,REVIEW: fraud or marketing?
e00247,"DIS IS TO REMIND US OF OUR FINAL YEAR DINNER&AWARD NITE,TOTAL PACKAGE IS NOW N6,500 INCLUDING T-SHIRT,COME WIT A FRIEND,ABEOKUTA IS D VENUE..EXCURSION TO OLUMO #1000..COME ONE COME ALL",scam,delivery_fee,exais,2013-01-01,REVIEW: fraud or marketing?
e00248,"Today is Ogunfeyitimi Keny's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-27,REVIEW: fraud or marketing?
e00249,"Today is Oyeniyi Olajide Emmanuel's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-26,REVIEW: fraud or marketing?
e00250,"Today is Heart Qoh's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-24,REVIEW: fraud or marketing?
e00251,"Today is Peter Perky's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-23,REVIEW: fraud or marketing?
e00252,"Today is Imran Khadijat's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-22,REVIEW: fraud or marketing?
e00254,"Today is Opeyemi Bose Oyeleye's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-21,REVIEW: fraud or marketing?
e00292,"Please call me. To get gists about your favorite celebrities with the Celebrity Gist service, text 'Gist' to 35566. Costs N50 weekly",scam,other_scam,exais,2013-01-01,REVIEW: fraud or marketing?
e00295,"Today is Rita Lorena Garcia Larco's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-20,REVIEW: fraud or marketing?
e00296,N100.00 was transferred to you from <ACCT> via share n sell service.,scam,other_scam,exais,2014-08-17,REVIEW: fraud or marketing?
e00297,You transferred N100.00 to 2348XXXXX598. Your new account balance is N0.00. Thanks for using share n sell service.,scam,other_scam,exais,2014-08-13,REVIEW: fraud or marketing?
e00298,You transferred N100 to 0814XXXXX98 on 06/08/14 00:16. Your new account balance is N0. Thanks for using Share & Sell.,scam,other_scam,exais,2014-08-06,REVIEW: fraud or marketing?
e00299,N65 was transferred to you from 0814XXXX98 on 27/07/14 14:56 via Share & Sell. Your new account balance is N65.,scam,other_scam,exais,2014-07-27,REVIEW: fraud or marketing?
e00300,You transferred N100 to <PHONE> on 24/07/14 20:23. Your new account balance is N0. Thanks for using Share & Sell.,scam,other_scam,exais,2014-07-24,REVIEW: fraud or marketing?
e00301,"Today is Oladipupo Ismaheel Adekunle's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-15,REVIEW: fraud or marketing?
e00308,"Today is Oladipupo Olawale Adisa's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-12,REVIEW: fraud or marketing?
e00309,Do you know that both men and women can suffer from breast cancer? But it can be prevented. Text BCP to 33070 for Breast cancer prevention messages. N50/7days.,scam,other_scam,exais,2014-08-11,REVIEW: fraud or marketing?
e00310,"Today is Akintunde Oluyomi Ariyor's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-11,REVIEW: fraud or marketing?
e00311,"Today is Oguntoyinbo Esther's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-10,REVIEW: fraud or marketing?
e00313,"Today is Oni Olaoluwa's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-08-08,REVIEW: fraud or marketing?
e00328,"Did you know that employers only spend 6 seconds scanning through CVs? Make the most of it! To receive daily job search tips from SHORTLIST,text TIPS to 5031",scam,other_scam,exais,2014-07-27,REVIEW: fraud or marketing?
e00329,"Great news! New jobs have just been added to the Phillips Consulting Job listing, be the first to apply. Subscribe to daily job alerts, text ALERTS to 5031",scam,other_scam,exais,2014-07-27,REVIEW: fraud or marketing?
e00331,Try out today the LOVE METER to calculate whether you two are the perfect match! Send your name + your partner name to 33550. N50 Ex: Bello + Passion,scam,other_scam,exais,2014-07-24,REVIEW: fraud or marketing?
e00349,"World Sport - within your reach! Text 3 to 33555 And subscribe to receive live sports coverage, news, results, and more. @ 50N/week",scam,other_scam,exais,2014-06-19,REVIEW: fraud or marketing?
e00385,Deborah Thomas accepted your friend request.Reply to send her a message or visit her timeline at <URL>,scam,other_scam,exais,2014-05-13,REVIEW: fraud or marketing?
e00394,Your Google verification code <CODE>,scam,other_scam,exais,2014-04-30,REVIEW: fraud or marketing?
e00464,"Wish ur Callers a Merry Xmas! For WE WISH YOU A MERRY XMAS, txt 046630 to 4100. For Handel's HALLELUJAH, txt 046600 to 4100. For O HOLY NIGHT txt 046609 to 4100",scam,other_scam,exais,2013-12-15,REVIEW: fraud or marketing?
e00469,Stand a chance to Win a trip to Obudu Cattle Ranch and Colouful Calabar Carnival for 6 nights. Text XMAS to 35050 at N100 only!,scam,other_scam,exais,2013-12-09,REVIEW: fraud or marketing?
e00475,"BIG Games in association with Toyota, is giving away a Corolla this week, in the BIG Toyota Corolla giveaway. Text BIG to 5045 to qualify (N100/SMS)",scam,other_scam,exais,2013-11-26,REVIEW: fraud or marketing?
e00485,"Being the best parent is the best gift to give your children. To get parental tips twice a week that will guide you always, text PARENT to 35329 @ N100/30days.",scam,other_scam,exais,2013-11-07,REVIEW: fraud or marketing?
e00486,"Prophet Muhammed (SAW) lived a perfect Islamic life, trying to perfect ur ways just like the Prophet (SAW); text HADITH to 35321 to receive daily. N100/30days",scam,other_scam,exais,2013-10-22,REVIEW: fraud or marketing?
e00519,GENERAL: A woman reportedly committed suicide over her husband's refusal to buy her an Ipad. <URL>,scam,other_scam,exais,2013-09-02,REVIEW: fraud or marketing?
e00520,"A personal gift has been awarded to <PHONE>! You have 7 FREE ""Financial Tips""! Congrats! To claim it, text FIN to 38431 NOW! SMS is free!",scam,other_scam,exais,2013-09-02,REVIEW: fraud or marketing?
e00526,"USA,S/Africa,Dubai& Qatar Visa available. Submission of Passport now till Sept, 2nd 2013 Visa out in 4wks.Call <PHONE> for more information.E-BOOKINGTEAM",scam,other_scam,exais,2013-08-29,REVIEW: fraud or marketing?
e00528,"FREE LIVEWELL TIPS! Health is wealth and with LiveWell tips, you will find yourself becoming more healthy. To get HEALTH Tips, text STARTWELL to 35075. FREE!",scam,other_scam,exais,2013-08-23,REVIEW: fraud or marketing?
e00537,Play the BRAIN-WAVE easy Game and Win instant airtime recharge pins. Answer 3 questions only. Text WAVE to 31077. N10/SMS. T&C apply. Txt END to 4080 to optout,scam,other_scam,exais,2013-08-06,REVIEW: fraud or marketing?
e00538,"Today is Olajide Folasade Janet's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2013-01-01,REVIEW: fraud or marketing?
e00540,"At hand,CANADA,Uk,US, S/Africa tour of group travling. Start procesing now and cheek-out before EASTHER period. Limited SPACE.Call in to lern more <PHONE>.",scam,other_scam,exais,2012-01-20,REVIEW: fraud or marketing?
e00545,"PING, Chat, Share with friends on BlackBerry Messenger To download BBM on your compatible Android or iPhone, go to <URL> Everybody needs internet!",scam,other_scam,exais,2014-07-25,REVIEW: fraud or marketing?
e00547,"Answer these questions on Nigeria and stand a chance to win up to N500,000. Nigerian Flag has how many colours? A.Two B.Three C. One. SMS A,B,C to 35020.",scam,other_scam,exais,2014-08-08,REVIEW: fraud or marketing?
e00587,Transfer 0806XXXXXX76 80 1414,scam,other_scam,exais,2014-07-24,REVIEW: fraud or marketing?
e00588,N150 was transferred to you from the <PHONE> on 28/07/14 07:08 via Share & Sell. Your new account balance is N150.19.,scam,other_scam,exais,2014-07-24,REVIEW: fraud or marketing?
e00589,N150 was transferred to you from the <PHONE> on 23/07/14 18:55 via Share & Sell. Your new account balance is N150.19.,scam,other_scam,exais,2014-07-23,REVIEW: fraud or marketing?
e00590,N100 was transferred to you from the <PHONE> on 19/07/14 07:48 via Share & Sell. Your new account balance is N120.39.,scam,other_scam,exais,2014-07-19,REVIEW: fraud or marketing?
e00591,N200 was transferred to you from the <PHONE> on 18/07/14 16:51 via Share & Sell. Your new account balance is N200.09.,scam,other_scam,exais,2014-07-18,REVIEW: fraud or marketing?
e00592,You transferred N90 to <PHONE> on 28/04/14 23:00. Your new account balance is N0.89. Thanks for using Share & Sell.,scam,other_scam,exais,2014-04-28,REVIEW: fraud or marketing?
e00593,"You are sending N90 airtime to <PHONE>. To confirm, text YES to 777 within the next 15 minutes.",scam,other_scam,exais,2014-04-28,REVIEW: fraud or marketing?
e00594,Transfer 080XXXXX76 90 1414,scam,other_scam,exais,2014-04-28,REVIEW: fraud or marketing?
e00595,You transferred N150 to <PHONE> on 17/04/14 18:24. Your new account balance is N251.22. Thanks for using Share & Sell.,scam,other_scam,exais,2014-04-17,REVIEW: fraud or marketing?
e00596,"You are sending N150 airtime to <PHONE>. To confirm, text YES to 777 within the next 15 minutes.",scam,other_scam,exais,2014-04-17,REVIEW: fraud or marketing?
e00597,Transfer 080XXXXXXX76 150 1414,scam,other_scam,exais,2014-04-17,REVIEW: fraud or marketing?
e00598,"Hurry 2mro&Tue(12,3&6)C B 'OGIRI O LANU"" feat:JideKosoko,MercyAigbe,Odunlade Kolade,AfezeOyetor@Capricorn Cinemas,Cultural Ctr,Kuto,Abk4N500only.Enq:<PHONE>",scam,other_scam,exais,2014-07-23,REVIEW: fraud or marketing?
e00763,Gttrfftyg:-) lmmihjj,scam,other_scam,exais,2014-04-11,REVIEW: fraud or marketing?
e00764,N500 Airtime is Up for Grabs today! Dial 14120 to get yours,scam,other_scam,exais,2014-08-07,REVIEW: fraud or marketing?
e00766,EBOLA VIRUS IS SPREAD BY CONTACT WITH BODY FLUIDS OF GRAVELY ILL INFECTED PERSONS OR ANIMALS LIKE BAT AND MONKEY. PLEASE CALL 6222 TOLL-FREE FOR GUIDANCE,scam,other_scam,exais,2014-08-05,REVIEW: fraud or marketing?
e00834,"MB free data valid till 2014-04-14,Thank you.",scam,other_scam,exais,2014-04-07,REVIEW: fraud or marketing?
e00835,"Dear Customer you recharged 100.00 naira and you have been rewarded with 50.00 naira for national calls.For recharging this week,you have 5",scam,other_scam,exais,2014-04-07,REVIEW: fraud or marketing?
e00843,"Dear Customer you recharged 200.00 naira and you have been rewarded with 200.00 naira for national calls For recharging this week,you have",scam,other_scam,exais,2014-03-27,REVIEW: fraud or marketing?
e00845,"Dear Subscriber,You are almost there!Ur cumulative daily usage is N 16.00,Use additional N 9.00 to start calling at HALF price to all",scam,other_scam,exais,2014-03-26,REVIEW: fraud or marketing?
e00847,"Dear customer, your request was not successful due to insufficient balance. Please, recharge and try again",scam,other_scam,exais,2014-03-19,REVIEW: fraud or marketing?
e00851,Dear Customer you recharged 1000.00 naira and you have been rewarded with 1000.00 naira for national calls,scam,other_scam,exais,2014-03-19,REVIEW: fraud or marketing?
e00853,"Dear Customer you recharged 1000.00 naira and you have been rewarded with 1000.00 naira for national calls For recharging this week,you",scam,other_scam,exais,2014-03-19,REVIEW: fraud or marketing?
e00854,"Dear Subscriber,You are almost there!Ur cumulative daily usage is N 12.00,Use additional N 13.00 to start calling at HALF price to all",scam,other_scam,exais,2014-03-12,REVIEW: fraud or marketing?
e00855,"MB free data valid till 2014-03-18,Thank you.",scam,other_scam,exais,2014-03-11,REVIEW: fraud or marketing?
e00856,"Dear Customer you recharged 100.00 naira and you have been rewarded with 50.00 naira for national calls For recharging this week,you have 5",scam,other_scam,exais,2014-03-11,REVIEW: fraud or marketing?
e00857,"Dear Subscriber,You are almost there!Ur cumulative daily usage is N 11.60,Use additional N 13.40 to start calling at HALF price to all",scam,other_scam,exais,2014-03-09,REVIEW: fraud or marketing?
e00858,"Dear Subscriber,You are almost there!Ur cumulative daily usage is N 20.80,Use additional N 4.20 to start calling at HALF price to all",scam,other_scam,exais,2014-03-08,REVIEW: fraud or marketing?
e00864,data between 1AM &5AM for 7days.Text ON to 229 @N100.,scam,other_scam,exais,2014-02-28,REVIEW: fraud or marketing?
e00870,help to 229 for more info.,scam,other_scam,exais,2014-02-22,REVIEW: fraud or marketing?
e00880,"You are almost there!Ur cumulative daily usage is N 16.40,Use additional N 8.60 to start calling at HALF price to all networks in 9ja",scam,other_scam,exais,2014-01-03,REVIEW: fraud or marketing?
e00881,"If your number ends in 8,you are chosen to participate in 'Nigeria Mega Jackpot'.N110,000 will be given in total TODAY!Send WIN to 35777 now.N100/SMS",scam,other_scam,exais,2014-08-04,REVIEW: fraud or marketing?
e00882,Does your number end in 8?TODAY 28/07you're chosen to participate for the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777!N100/SMS,scam,other_scam,exais,2014-07-27,REVIEW: fraud or marketing?
e00883,Does your number end in 8?TODAY 22/07you're chosen to participate for the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777!N100/SMS,scam,other_scam,exais,2014-07-21,REVIEW: fraud or marketing?
e00885,"If your number ends in 1,you are chosen to participate in 'Nigeria Mega Jackpot'.N110,000 will be given in total TODAY!Send WIN to 35777 now.N100/SMS",scam,other_scam,exais,2014-08-02,REVIEW: fraud or marketing?
e00886,Dear Customer you recharged 200.00 naira and you have been rewarded with 200.00 naira for national calls.,scam,other_scam,exais,2014-08-01,REVIEW: fraud or marketing?
e00890,"If you have a fever, it maybe malaria. Visit your local health centre to get tested. Play your Part for a Malaria Free Nigeria! Supported by FMoH/Total.",scam,other_scam,exais,2014-06-11,REVIEW: fraud or marketing?
e00893,"Dear Subscriber,You are almost there!Ur cumulative daily usage is N 10.40,Use additional N 14.60 to start calling at HALF price to all",scam,other_scam,exais,2014-05-21,REVIEW: fraud or marketing?
e00898,"Dear customer,you have used up your Recharged Data Account.Buy additional data to continue enjoying the service or Text HELP to 229 to get",scam,other_scam,exais,2014-02-22,REVIEW: fraud or marketing?
e00905,"Dear customer, your service settings will arrive soon. Kindly open the message and save. Get daily headlines from Guardian newspaper Text TGW to 655. N30/week",scam,other_scam,exais,2014-01-09,REVIEW: fraud or marketing?
e00908,MB MORE,scam,other_scam,exais,2013-12-30,REVIEW: fraud or marketing?
e00910,Fee Applies.,scam,other_scam,exais,2013-12-18,REVIEW: fraud or marketing?
e00913,"Dear Customer you recharged 500.00 naira and you have been rewarded with 500.00 naira for national calls.For recharging this week,you have",scam,other_scam,exais,2012-01-01,REVIEW: fraud or marketing?
e00914,Get your Share of our Airtime. Dial 14120 to get yours Now.,scam,other_scam,exais,2014-08-01,REVIEW: fraud or marketing?
e00915,GET yours NOW!!! Call 1413 for FREE to find out..,scam,other_scam,exais,2014-07-29,REVIEW: fraud or marketing?
e00916,"Call 14120 to get N500 AIRTIME today, It's FREE to Call",scam,other_scam,exais,2014-07-09,REVIEW: fraud or marketing?
e00921,Enjoy your share of N500 Airteime today. Call 14120 for FREE to get it Now,scam,other_scam,exais,2014-07-27,REVIEW: fraud or marketing?
e00924,"FREE FOR 5 DAYS!Get breaking news,line-ups & goal alerts for Arsenal FC direct to your phone all season. Text MU to 38400 service cost N50/5days.",scam,other_scam,exais,2014-07-25,REVIEW: fraud or marketing?
e00925,"FREE FOR 5 DAYS!Get breaking news,line-ups & goal alerts for Manchester United direct to your phone all season. Text MU to 38400 service cost N50/5days.",scam,other_scam,exais,2014-07-25,REVIEW: fraud or marketing?
e00926,"FREE FOR 5 DAYS!Get breaking news,line-ups & goal alerts for Chelsea FC direct to your phone all season. Text MU to 38400 service cost N50/5days.",scam,other_scam,exais,2014-07-25,REVIEW: fraud or marketing?
e00928,Improve your productivity by understanding how to manage stress. Text SMT to 38400 to receive STRESS MANAGEMENT TIPS for the next 7 days. Text now! it is FREE,scam,other_scam,exais,2014-07-24,REVIEW: fraud or marketing?
e00929,This is a special gift for u!Receive interesting facts that form a part of your everyday life.Send Ball to 38400 to subscribe to Amazing Facts.FREE for 7 days,scam,other_scam,exais,2014-07-24,REVIEW: fraud or marketing?
e00934,"Get World Cup alerts free for 3days & Predict the scores of 6 World Cup matches for FREE to win N1,0,000. Visit <URL> or text wc to 38400",scam,other_scam,exais,2014-06-28,REVIEW: fraud or marketing?
e00935,"Bosnia V Iran 5PM, Nigeria V Arg 5PM,Ecuador V Fra 9PM,Hond V Switz 9PM",scam,other_scam,exais,2014-06-24,REVIEW: fraud or marketing?
e00940,Free gift! 09XXXXXXX21. Never lose yr important SMS again. Backup and restore them with SMSBackup at N100/m. Text SUB to 38111 at no cost for 7 day FREE trial.,scam,other_scam,exais,2014-07-25,REVIEW: fraud or marketing?
e00942,Good health is the best investment you can make. Get 5 health and fitness tips FREE then N50/5days. Text SUB to 38777 at no cost!,scam,other_scam,exais,2014-07-17,REVIEW: fraud or marketing?
e00949,"Is <ACCT>your number? If yes, send ""YES"" to 38255 to get expert Football match analysis from SUNDAY OLISEH, live from Brazil. Service is FREE for 2 days!",scam,other_scam,exais,2014-07-06,REVIEW: fraud or marketing?
e00951,Thrill your callers with 1 FREE tune for 30days. Text 3 to 251 for Limpopo by Kcee or text 8 to 251 for Oya Wait by Dbanj. Text MORE to 251 for a list of tunes,scam,other_scam,exais,2014-06-25,REVIEW: fraud or marketing?
e00952,Easytunez is FREE for 30days! Text GOAL to 251 for Free Activation & get a list of FREE Super Eagles Tunes. Text 51 to 251 for Fly Like Eagles by Ice prince,scam,other_scam,exais,2014-06-23,REVIEW: fraud or marketing?
e00953,"Up Super Eagles! Text 51 to 251 for Fly Like Eagles by Dammy Krane, Seyi Shay & Ice prince. This tune is FREE for 7days or text GOAL to 251 for more FREE tunes",scam,other_scam,exais,2014-06-20,REVIEW: fraud or marketing?
e00954,"Go Super Eagles! To get your callers dancing to Fly like Eagles by Ice Prince FREE, text 51 to 251. 30 days FREE Subscription. Text GOAL to 251 for more tunes",scam,other_scam,exais,2014-06-11,REVIEW: fraud or marketing?
e00955,Get 1 FREE Ring Back Tune for 30days. Text 17 to 251 for Double Wahala by Oritse Femi or text FREE to 251 for a list of more free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-30,REVIEW: fraud or marketing?
e00956,Get 1 FREE Ring Back Tune for 30days. Text 2 to 251 for Bother You by Dbanj or Text FREE to 251 for a list of more free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-28,REVIEW: fraud or marketing?
e00957,Get 1 FREE Ring Back Tune for 30days. Text 10 to 251 for Ghen Ghen Love by Yemi Alade or Text MORE to 251 for a list of more free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-27,REVIEW: fraud or marketing?
e00958,Get 1 FREE Ring Back Tune for 30days. Text 14 to 251 for Daddy Mi by Reminise Ft Davido or text MORE to 251 for a List of more free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-24,REVIEW: fraud or marketing?
e00959,Get 1 FREE Ring Back Tune for 30days. Text 13 to 251 for Rich & Famous by Praiz or Text FREE to 251 for a list of more free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-22,REVIEW: fraud or marketing?
e00960,Get 1 FREE Ring Back Tune for 30days. Text 15 to 251 for Psalm 23 by Korede or txt FREE to 251 for a list of free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-20,REVIEW: fraud or marketing?
e00961,Get 1 FREE Ring Back Tune for 30days. Text 16 to 251 for Allahu Allah by Sami Yusuf or text MORE to 251 for a list of more free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-18,REVIEW: fraud or marketing?
e00962,Get 1 FREE Ring Back Tune for 30days. Text 4 to 251 for Ukwu by Timaya or Text FREE to 251 for a list of more free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-16,REVIEW: fraud or marketing?
e00963,Get 1 FREE Ring Back Tune for 30days. Text 7 to 251 for Chante Alleluyah by Ajuju or Text FREE to 251 for a list of more free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-14,REVIEW: fraud or marketing?
e00964,Get 1 FREE Ring Back Tune for 30days. Text 5 to 251 for Eminado by Tiwa Savage or Text FREE to 251 for a list of more free tunes. Valid till April 30th,scam,other_scam,exais,2014-04-08,REVIEW: fraud or marketing?
e00966,It's a Season of Love! Get 1 FREE tune for 30 days. Text 1 to 251 for Love You by Maleek Berry ft Wizkid or text LOVE to 251 for more free tunes. Valid till Feb 28,scam,other_scam,exais,2014-02-01,REVIEW: fraud or marketing?
e00967,"Dear customer, your account will be charged for the RBT monthly fee on 17/01/2014",scam,other_scam,exais,2014-01-14,REVIEW: fraud or marketing?
e00968,"Dear Customer, you have been granted 1 month FREE EasyTunez service. Dial 251 to download hot tunes from top artists.",scam,other_scam,exais,2013-12-18,REVIEW: fraud or marketing?
e00969,"Support 9ija at the WorldCup,get your Callers listening to We Are Nigerians by Paul Play. Txt 6111 to 251 now at N50/Mnt.",scam,other_scam,exais,2014-06-29,REVIEW: fraud or marketing?
e00970,"Your FREE trial of GENERALNEWS ends today.To continue enjoying the service,send GENERALNEWS to 38296,N5/day.To stop receiving free offers,send STOP FREE to 3000",scam,other_scam,exais,2014-06-15,REVIEW: fraud or marketing?
e00971,"1.Thailand's junta lifts curfew after last month's coup 2.US moves aircraft carrier to the gulf, closer to Iraq 3.Russia and Ukraine to hold new gas talks today",scam,other_scam,exais,2014-06-14,REVIEW: fraud or marketing?
e00972,1.Thailand military junta to set-up interim govt by September 2.Afghanistan 2nd round presidential vote due to be held today 3.Russia has sent tanks into Ukraine-US,scam,other_scam,exais,2014-06-13,REVIEW: fraud or marketing?
e00973,1.Ivory Coast's Gbagbo to be tried at Hague for election violence 2.Iran deploys forces to fight insurgents in Iraq as U.S rule out putting troops back on the ground,scam,other_scam,exais,2014-06-12,REVIEW: fraud or marketing?
