id,text,label,subtype,source,received,notes
e00049,Y'ello! This information is already captured. Dial *559# to view your bonus. Thank you.,scam,other_scam,exais,2013-06-26,auto-subtyped
e00050,SAMSON,scam,other_scam,exais,2013-06-24,auto-subtyped
e00051,"Y'ello! You have successfully updated your STATE OF ORIGIN and you have received N400 MTN2MTN call usable btw 10pm-5pm, expires 25/Jun/2013. Thank you.",scam,other_scam,exais,2013-06-23,auto-subtyped
e00052,"Y'ello! Your SIM registration information is incomplete, kindly reply this text with your STATE OF ORIGIN (e.g Lagos, FCT, Kano) and get N400 MTN2MTN call. SMS is Free. Thank you.",scam,other_scam,exais,2013-06-23,auto-subtyped
e00053,"Y'ello! You have successfully updated your MOTHER'S MAIDEN NAME and you have received N400 MTN2MTN call usable btw 10pm-17pm, expires 05/Jun/2013. Thank you.",scam,other_scam,exais,2013-06-03,auto-subtyped
e00054,"Sorry, you have responded with an invalid entry for MOTHER'S MAIDEN NAME. Kindly send a valid answer to receive your bonus. SMS is Free. Thank you.",scam,other_scam,exais,2013-06-03,auto-subtyped
e00055,01 10 1992,scam,other_scam,exais,2013-06-02,auto-subtyped
e00056,"Y'ello! You have successfully updated your RESIDENTIAL ADDRESS and you have received N400 MTN2MTN call usable btw 10pm-17pm, expires 04/Jun/2013. Thank you.",scam,other_scam,exais,2013-06-02,auto-subtyped
e00057,ODEOMU; OSUN STATE,scam,other_scam,exais,2013-06-02,auto-subtyped
e00058,"Sorry, you have responded with an invalid entry for RESIDENTIAL ADDRESS. Kindly send a valid answer to receive your bonus. SMS is Free. Thank you.",scam,other_scam,exais,2013-06-02,auto-subtyped
e00059,"Y'ello! You have successfully updated your DATE OF BIRTH and you have received N400 MTN2MTN call usable btw 10pm-17pm, expires 03/Jun/2013. Thank you.",scam,other_scam,exais,2013-06-01,auto-subtyped
e00060,"Sorry, you have responded with an invalid entry for DATE OF BIRTH. Kindly send a valid answer dd/MM/yyyy to receive your bonus. Thank you.",scam,other_scam,exais,2013-06-01,auto-subtyped
e00061,"Get the callertune, U go kill me remix by Sarkodie ft wizkid, text 010373 to 4100. N50/SMS to opt out text stop to 33020.",scam,other_scam,exais,2014-09-05,auto-subtyped
e00062,EPL Is Here Again. Text Sport to 35241 For Sport News Update. Cost N100/30days,scam,other_scam,exais,2014-09-04,auto-subtyped
e00063,Join the winning team now & enjoy unlimited instant airtime when you answer 3 question in the Brain-Wave game. Text WAVE to 5032 to get started now. N10/SMS and stop to unsubcribe,scam,other_scam,exais,2014-09-04,auto-subtyped
e00064,Nigeria's 100 years!Celebrate with us &you can win the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777 and participate now!N100/SMS,scam,other_scam,exais,2014-09-04,auto-subtyped
e00065,"Today is Bimbola Kenny's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-09-04,auto-subtyped
e00066,"Today is Oluwafunke Jawolusi's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",scam,other_scam,exais,2014-07-05,auto-subtyped
e00067,"Egbetola Olanrewaju: who wants a free ipad? <URL> (Sent to you, Aisosa, Bakare, Williams, Oguntoye, Joke, and 27 others. Reply to msg all, ""mute"" to stop convo. Info: <URL>",scam,other_scam,exais,2014-05-28,auto-subtyped
e00068,"If you are in need of more creative, inventive thinking at work or school, here are ways to boost your creativity. Text CREATIVE to 700. N50/week.",scam,other_scam,exais,2014-09-04,auto-subtyped
e00069,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 03-SEP-2014 17:40:27 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,138.29CR",legitimate,debit_alert,exais,2014-09-03,auto-subtyped
e00070,"Your Acct 304XXXX489 Has Been Credited with NGN2,000.00 On 03-SEP-2014 13:39:42 By BABALOLA NIYI/7724860. Bal: NGN3,138.29CR",legitimate,debit_alert,exais,2014-09-03,auto-subtyped
e00071,"Your Acct 304XXXX489 Has Been Debited with NGN.01 On 31-AUG-2014 09:24:51 By <ACCT>:Int.Pd:01-07-2014 to 31-08-20. Bal: NGN1,138.29CR",legitimate,debit_alert,exais,2014-08-31,auto-subtyped
e00072,"Your Acct 304XXXX489 Has Been Debited with NGN13,000.00 On 27-AUG-2014 10:30:54 By ATM WITHDRAWAL-FBN/Abeokuta Main ATM4/Og. Bal: NGN1,138.30CR",legitimate,debit_alert,exais,2014-08-27,auto-subtyped
e00073,"Your Acct 304XXXX489 Has Been Credited with NGN12,500.00 On 26-AUG-2014 14:39:18 By CHRIATIANAH AJAYI. Bal: NGN14,138.30CR",legitimate,debit_alert,exais,2014-08-26,auto-subtyped
e00074,"Your Acct 304XXXX489 Has Been Debited with NGN40.00 On 24-AUG-2014 06:02:08 By 27-Jul-2014 to 26-AUG-2014 SMS Alert Cha. Bal: NGN1,638.30CR",legitimate,debit_alert,exais,2014-08-25,auto-subtyped
e00075,"Your Acct 304XXXX489 Has Been Debited with NGN1,000.00 On 18-AUG-2014 15:26:43 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,678.30CR",legitimate,debit_alert,exais,2014-08-18,auto-subtyped
e00076,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 12-AUG-2014 14:19:05 By ATM WITHDRAWAL-UNAAB MFB/ABEOKUTA/OG/NG. Bal: NGN2,678.30CR",legitimate,debit_alert,exais,2014-08-12,auto-subtyped
e00077,"Your Acct 304XXXX489 Has Been Credited with NGN3,500.00 On 12-AUG-2014 09:37:05 By AJAYI BISOLA. Bal: NGN4,678.30CR",legitimate,debit_alert,exais,2014-08-12,auto-subtyped
e00078,"Your Acct 304XXXX489 Has Been Debited with NGN500.00 On 08-AUG-2014 17:09:59 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,478.30CR",legitimate,debit_alert,exais,2014-08-08,auto-subtyped
e00079,"Your Acct 304XXXX489 Has Been Debited with NGN3,000.00 On 05-AUG-2014 15:13:03 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,978.30CR",legitimate,debit_alert,exais,2014-08-05,auto-subtyped
e00080,"Your Acct 304XXXX489 Has Been Credited with NGN4,000.00 On 05-AUG-2014 10:04:43 By BABALOLA NIYI/4642429. Bal: NGN4,978.30CR",legitimate,debit_alert,exais,2014-08-05,auto-subtyped
e00081,Your Acct 304XXXX489 Has Been Debited with NGN40.00 On 26-JUL-2014 06:06:31 By 27-Jun-2014 to 26-JUL-2014 SMS Alert Cha. Bal: NGN978.30CR,legitimate,debit_alert,exais,2014-07-26,auto-subtyped
e00082,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 14-JUL-2014 16:47:56 By ATM WITHDRAWAL-GTBank UNAAB Branch/Abeok. Bal: NGN1,218.30CR",legitimate,debit_alert,exais,2014-07-14,auto-subtyped
e00083,"Your Acct 304XXXX489 Has Been Credited with NGN2,200.00 On 14-JUL-2014 13:32:37 By NIYI IYADE. Bal: NGN3,218.30CR",legitimate,debit_alert,exais,2014-07-14,auto-subtyped
e00084,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 07-JUL-2014 09:11:36 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,018.30CR",legitimate,debit_alert,exais,2014-07-07,auto-subtyped
e00085,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 23-JUN-2014 17:44:09 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,090.30CR",legitimate,debit_alert,exais,2014-06-23,auto-subtyped
e00086,"Your Acct 304XXXX489 Has Been Debited with NGN500.00 On 06-JUN-2014 14:22:12 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,290.30CR",legitimate,debit_alert,exais,2014-06-06,auto-subtyped
e00087,"Your Acct 304XXXX489 Has Been Debited with NGN3,000.00 On 06-JUN-2014 14:18:57 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,790.30CR",legitimate,debit_alert,exais,2014-06-06,auto-subtyped
e00088,"Your Acct 304XXXX489 Has Been Credited with NGN3,000.00 On 04-JUN-2014 16:01:40 By CASH DEP 3RD PARTY:GBEMIGA. Bal: NGN4,790.30CR",legitimate,debit_alert,exais,2014-06-04,auto-subtyped
e00089,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 04-JUN-2014 13:46:19 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,790.30CR",legitimate,debit_alert,exais,2014-06-04,auto-subtyped
e00090,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 04-JUN-2014 13:43:54 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,890.30CR",legitimate,debit_alert,exais,2014-06-04,auto-subtyped
e00091,"Your Acct 304XXXX489 Has Been Credited with NGN2,000.00 On 03-JUN-2014 14:55:27 By BABALOLA OLANIYI9156758. Bal: NGN3,890.30CR",legitimate,debit_alert,exais,2014-06-03,auto-subtyped
e00092,"Your Acct 304XXXX489 Has Been Debited with NGN10,000.00 On 01-JUN-2014 17:17:25 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,890.30CR",legitimate,debit_alert,exais,2014-06-01,auto-subtyped
e00093,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 01-JUN-2014 15:25:15 By 01May-31May 2014. Bal: NGN11,890.30CR",legitimate,debit_alert,exais,2014-06-01,auto-subtyped
e00094,"Your Acct 304XXXX489 Has Been Debited with NGN5.00 On 01-JUN-2014 15:25:15 By VAT on 01May-31May 2014. Bal: NGN11,890.30CR",legitimate,debit_alert,exais,2014-06-01,auto-subtyped
e00095,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 28-MAY-2014 09:01:22 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN12,039.30CR",legitimate,debit_alert,exais,2014-05-28,auto-subtyped
e00096,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 26-MAY-2014 18:14:40 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN14,039.30CR",legitimate,debit_alert,exais,2014-05-27,auto-subtyped
e00097,"Your Acct 304XXXX489 Has Been Debited with NGN5,000.00 On 20-MAY-2014 14:07:45 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN16,039.30CR",legitimate,debit_alert,exais,2014-05-20,auto-subtyped
e00098,"Your Acct 304XXXX489 Has Been Debited with NGN20,000.00 On 20-MAY-2014 14:06:52 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN21,039.30CR",legitimate,debit_alert,exais,2014-05-20,auto-subtyped
e00099,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 12-MAY-2014 09:29:34 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,039.30CR",legitimate,debit_alert,exais,2014-05-12,auto-subtyped
e00100,"Your Acct 304XXXX489 Has Been Debited with NGN6,000.00 On 12-MAY-2014 09:25:09 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,139.30CR",legitimate,debit_alert,exais,2014-05-12,auto-subtyped
e00101,"Your Acct 304XXXX489 Has Been Credited with NGN6,000.00 On 05-MAY-2014 08:46:40 By BABALOLA OLANIYI/2900315. Bal: NGN7,139.30CR",legitimate,debit_alert,exais,2014-05-05,auto-subtyped
e00102,"Your Acct 304XXXX489 Has Been Debited with NGN5,000.00 On 02-MAY-2014 18:45:42 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,139.30CR",legitimate,debit_alert,exais,2014-05-03,auto-subtyped
e00103,"Your Acct 304XXXX489 Has Been Debited with NGN28.00 On 26-APR-2014 09:19:06 By 27-Mar-2014 to 26-APR-2014 SMS Alert Cha. Bal: NGN1,039.30CR",legitimate,debit_alert,exais,2014-04-27,auto-subtyped
e00104,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 23-APR-2014 15:09:27 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,067.30CR",legitimate,debit_alert,exais,2014-04-24,auto-subtyped
e00105,"Your Acct 304XXXX489 Has Been Debited with NGN3,000.00 On 23-APR-2014 15:07:46 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,167.30CR",legitimate,debit_alert,exais,2014-04-24,auto-subtyped
e00106,"Your Acct 304XXXX489 Has Been Credited with NGN3,000.00 On 23-APR-2014 13:13:01 By AKINLOYE/6937246. Bal: NGN4,167.30CR",legitimate,debit_alert,exais,2014-04-23,auto-subtyped
e00107,"Dear Customer, use FirstBank MasterCard for your international shopping and win an iPad or get N500 cash back. Kindly call 014485500 for more details.",legitimate,other_legit,exais,2014-01-06,auto-subtyped
e00108,"Dear Customer, your Naira MasterCard annual international spend limit has been increased from $40,000 to $150,000. You now have access to more funds abroad.",legitimate,other_legit,exais,2013-10-05,auto-subtyped
e00109,"Your Acct <ACCT> Has Been Debited with NGN3,000.00 On 09-APR-2014 19:01:39 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,167.30CR",legitimate,debit_alert,exais,2013-01-01,auto-subtyped
e00110,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 18-JUL-2014 17:51:48 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,018.30CR",legitimate,debit_alert,exais,2013-01-01,auto-subtyped
e00111,"Your Acct <ACCT> Has Been Debited With N20,000.00 On 17-Oct-12 09:14 AM By ATM WITHDRAWAL-FBN/Abeokuta Main2/Ogun//NG. Bal:=N2,081.57 CR",legitimate,debit_alert,exais,2012-10-17,auto-subtyped
e00112,"Your Acct <ACCT> Has Been Credited With N20,000.00 On 16-Oct-12 16:01 PM By AJAYI BISOLA. Bal:=N22,081.57 CR",legitimate,debit_alert,exais,2012-10-16,auto-subtyped
e00113,"Dear Valued Customer, please beware and disregard mails requesting for your PIN or account details. Call FirstContact on- <PHONE> for enquiries.",legitimate,other_legit,exais,2012-02-23,auto-subtyped
e00114,How Nigerian are you? Prove it! Answer 3 Questions correctly & be rewarded with DSTV Walka7s & more. Text GOL to 5030 T&Cs apply and stop to unsubcribe,scam,other_scam,exais,2014-09-03,auto-subtyped
e00115,Enjoy 5days of UNLIMITED Airtel-2-Airtel Night calls and make calls to other networks at 10k/sec from 11pm - 5am for JUST N100. Dial *786*10# NOW,legitimate,promo_marketing,exais,2014-09-03,auto-subtyped
e00116,"Dial *991# for the WTFB bundle to get the all-in-one access to WhatsApp, Facebook, Twitter & BBM at just N100 weekly",legitimate,promo_marketing,exais,2014-08-22,auto-subtyped
e00117,"Dial *990# for the WTF bundle to get the all-in-one access to WhatsApp, Twitter, Facebook & BBM at just N200 monthly",legitimate,promo_marketing,exais,2014-08-16,auto-subtyped
e00118,BREAKING NEWS! Dial *678*12# now to get the breaking news every day on your mobile for N120/30 days only!,legitimate,promo_marketing,exais,2014-08-09,auto-subtyped
e00119,Today's internet bundle: Dial *141*11*2# for 50MB for N300 valid for 7 days,legitimate,promo_marketing,exais,2014-08-06,auto-subtyped
e00120,"Dear Customer, Get 80MB for 14 days at N500 ONLY, dial *141*11*3#. You can also dial *141*1# for more plans that meet your lifestyle",legitimate,promo_marketing,exais,2014-07-08,auto-subtyped
e00121,"Recharge upto N100 now to enjoy FACEBOOK WEEKLY.Simply recharge, dial *688*3# and update your status, like comments and more for as low as N100/week",legitimate,recharge,exais,2014-01-22,auto-subtyped
e00122,"Make intl calls to UKMobile, UAE, Saudi Arabia N25/min. Also, get up to 60% discount on calls to 19 other countries. Dial *789*20# NOW to buy N200 bundle",legitimate,promo_marketing,exais,2014-01-16,auto-subtyped
e00123,"Dial *678# to subscribe to Airtel Mobile Newspaper alerts at N120 monthly . Stay up-to-date with breaking news,entertainment,business,football news and more!",legitimate,promo_marketing,exais,2014-01-15,auto-subtyped
e00124,"Browse the internet for as much as 12MB at N100 ONLY valid for 2 days, dial *141*13*10#...or dial *141*1# for other fantastic data offerings",legitimate,promo_marketing,exais,2013-12-31,auto-subtyped
e00125,Call 14120 to get INSTANT airtime.,legitimate,recharge,exais,2014-09-02,auto-subtyped
e00126,"<ussd><type>3</type><msg>Dear Customer, you do not have sufficient balance for this plan.</msg></ussd>",legitimate,other_legit,exais,2014-08-28,auto-subtyped
e00127,"Dear valued customer, please be informed that your WhatsApp bundle expires in 3 days.",legitimate,other_legit,exais,2014-08-28,auto-subtyped
e00128,"100% FREE credit! Dear customer, just recharge today & talk for free! Your number <ACCT> has been selected to get INSTANTLY 100% FREE airtime! Recharge NOW!",legitimate,debit_alert,exais,2014-07-23,auto-subtyped
e00129,Do you know you can RECHARGE and get 100% extra airtime INSTANTLY to call any Airtel number? Recharge Now!,legitimate,recharge,exais,2014-07-16,auto-subtyped
e00130,Watch Youtube videos with just 10MB directly on your Mobile phone. Call 14154 for FREE to Enjoy... #TGIF,legitimate,promo_marketing,exais,2014-06-20,auto-subtyped
e00131,"Get JOB Alerts, SUCCESS tips and BUSINESS Deals right on your mobile device. Call 1413 now, It's Absolutely FREE!",legitimate,other_legit,exais,2014-01-23,auto-subtyped
e00132,"Enjoy Cool New year Deals today. Call 1413 now, It's FREE to call.",legitimate,promo_marketing,exais,2014-01-16,auto-subtyped
e00133,"Show off your Swag with Cool Naija Tunes. Call 1418 now, It's FREE to call.",legitimate,other_legit,exais,2014-01-14,auto-subtyped
e00134,"Call 1413 now to enjoy our New Year Offers. Hurry, It's FREE to call.",legitimate,promo_marketing,exais,2014-01-10,auto-subtyped
e00135,Compliments of the season!! Enjoy free Internet from Airtel on Free Zone powered by Google Click <URL> NOW to enjoy (No data charges apply),legitimate,promo_marketing,exais,2014-01-02,auto-subtyped
e00136,"Get 150MB at N600 valid for 14 days, dial *141*13*13#..or dial *141*1# for other fantastic data offerings",legitimate,promo_marketing,exais,2013-12-19,auto-subtyped
e00137,"Buy the Airtel ITEL Phone for N2,000 and get over N4,000 worth of value in return. Enjoy FREE access to the internet on the go with Free Zone!",legitimate,promo_marketing,exais,2013-12-18,auto-subtyped
e00138,"Call 1418 to enjoy Hot Naija tunes now. Hurry, It's FREE to call.",legitimate,promo_marketing,exais,2013-12-11,auto-subtyped
e00139,"Dear valued customer, please be informed that your WhatsApp bundle expires in 7 days.",legitimate,other_legit,exais,2013-12-09,auto-subtyped
e00140,"Enjoy our hourly deals now, Call 1413. Hurry, It's FREE to call.",legitimate,promo_marketing,exais,2013-12-04,auto-subtyped
e00141,"Experience priceless and FAST internet on the Airtel Network! Select a data plan today, dial *141*1#. Now, click to try <URL> (charges apply)",legitimate,recharge,exais,2013-11-26,auto-subtyped
e00142,You can do a lot. Dial *121# now,legitimate,promo_marketing,exais,2013-11-21,auto-subtyped
e00143,"If you still haven't experienced our incredible internet experience, do so with this video! Take up a bundle, dial *141*1# and click <URL>",legitimate,promo_marketing,exais,2013-11-14,auto-subtyped
e00144,"Dear Subscriber, your subscription to Airtel BlackBerry BES day service will expire in 4 hours. You would be deactivated because you have disabled autorenew. Se",legitimate,other_legit,exais,2013-11-13,auto-subtyped
e00145,Your Airtel Unlimited Blackberry was successful,legitimate,other_legit,exais,2013-11-12,auto-subtyped
e00146,"Dear subscriber, your current Airtel Unlimited Blackberry Daily service expires on Mon 11 Nov,2013. To disable auto renewal, please send stopautorenew to 440",legitimate,other_legit,exais,2013-11-12,auto-subtyped
e00147,"Dear customer, your phone has reached its SMS capacity. To continue to receive SMS, kindly delete old SMS.",legitimate,other_legit,exais,2013-11-11,auto-subtyped
